id,popularity,budget_adj,original_title,revenue_adj,release_year,vote_count,vote_average,director
20024,0.498365,30108215.4717,The End of the Affair,14174183.3572,1999,24,6.1,Neil Jordan
11001,0.49601,85088435.0286,Blue Streak,154152099.636,1999,202,6.0,Les Mayfield
7341,0.480421,27490109.7785,The Rage: Carrie 2,23252319.5435,1999,33,5.1,Katt Shea
1073,0.479263,28144636.2018,Arlington Road,0.0,1999,91,6.9,Mark Pellington
38809,0.47074,13090528.4659,Black and White,6861158.32065,1999,11,4.7,James Toback
54982,0.469286,0.0,Introducing Dorothy Dandridge,0.0,1999,10,6.1,Martha Coolidge
10563,0.45956,26181056.9319,Three to Tango,0.0,1999,29,5.0,Damon Santostefano
9455,0.454992,32726321.1649,The Corruptor,19840266.7536,1999,30,6.1,James Foley
1439,0.450237,98178963.4946,Anna and the King,0.0,1999,116,6.3,Andy Tennant
12524,0.446421,0.0,Titus,0.0,1999,37,6.4,Julie Taymor
41586,0.424998,0.0,K-911,0.0,1999,28,5.4,Charles T. Kanganis
10366,0.418611,58907378.0967,Universal Soldier: The Return,13964835.6988,1999,74,4.5,Mic Rodgers
10154,0.416778,0.0,Mickey Blue Eyes,0.0,1999,70,5.0,Kelly Makin
12485,0.413376,0.0,Candyman: Day of the Dead,0.0,1999,16,3.6,Turi Meyer
17198,0.40647,0.0,The Mating Habits of the Earthbound Human,0.0,1999,11,6.0,Jeff Abugov
11944,0.406308,26181056.9319,Joan of Arc,0.0,1999,13,5.8,Christian Duguay
12596,0.401336,43198743.9376,Pushing Tin,0.0,1999,56,5.5,Mike Newell
10213,0.354484,6545264.23297,From Dusk Till Dawn 3: The Hangman's Daughter,0.0,1999,44,4.4,P.J. Pesce
2162,0.393985,91633699.2616,Chill Factor,14745126.7562,1999,16,5.4,Hugh Johnson
17771,0.390862,0.0,Sunshine,0.0,1999,12,4.8,István Szabó
6522,0.383326,104724227.728,Life,96012518.996,1999,87,6.6,Ted Demme
21349,0.382872,30108215.4717,Anywhere But Here,24418567.815,1999,42,5.9,Wayne Wang
2900,0.378188,98178963.4946,The Astronaut's Wife,25655587.4106,1999,132,5.4,Rand Ravich
9849,0.88284,85088435.0286,My Favorite Martian,48238729.6113,1999,43,5.2,Donald Petrie
10210,0.364241,14399581.3125,A Midsummer Night's Dream,0.0,1999,49,5.6,Michael Hoffman
10388,0.274419,13090528.4659,The Limey,4179939.26257,1999,38,6.6,Steven Soderbergh
10397,0.35206,32.7263211649,Angela's Ashes,17.0176870057,1999,24,7.0,Alan Parker
12220,0.573718,65452642.3297,The Story of Us,77103253.245,1999,42,5.9,Rob Reiner
14429,0.257547,10472422.7728,Drive Me Crazy,23357926.0728,1999,34,5.9,John Schultz
11119,0.345172,14399581.3125,Fortress 2,0.0,1999,17,3.8,Geoff Murphy
27653,0.411324,0.0,An American Tail 4: The Mystery of the Night Monster,0.0,1999,20,6.1,Larry Latham
10208,1.104937,31417268.3183,Muppets from Space,21325748.5066,1999,50,5.7,Tim Hill
404,0.335398,13090528.4659,The Straight Story,0.0,1999,111,7.3,David Lynch
24137,0.333245,18326739.8523,An Ideal Husband,24263544.5407,1999,23,6.4,Oliver Parker
13099,0.331443,0.0,Dak ging san yan lui,0.0,1999,10,6.0,Benny Chan
2290,0.330491,0.0,Jakob the Liar,0.0,1999,39,6.1,Peter Kassovitz
10402,0.328409,22253898.3921,Deuce Bigalow: Male Gigolo,85788866.0081,1999,154,5.3,Mike Mitchell
16331,0.324805,0.0,The Jack Bull,0.0,1999,11,6.0,John Badham
6552,0.323791,32726321.1649,Idle Hands,5435488.50121,1999,83,6.1,Rodman Flender
9563,0.322499,71997906.5627,Any Given Sunday,131207455.946,1999,231,6.8,Oliver Stone
30943,0.322339,49744008.1706,The Deep End of the Ocean,36812006.0044,1999,26,5.8,Ulu Grosbard
10908,0.318024,19635792.6989,Inferno,0.0,1999,22,5.2,John G. Avildsen
11129,0.312827,785431.707957,Human Traffic,5236211.38638,1999,42,6.8,Justin Kerrigan
22314,0.312759,9163369.92616,In Too Deep,18341733.7436,1999,10,6.5,Michael Rymer
11353,0.312306,71997906.5627,Bowfinger,0.0,1999,112,6.0,Frank Oz
10342,0.377269,17017687.0057,Teaching Mrs. Tingle,11711097.0112,1999,39,5.3,Kevin Williamson
13787,0.304124,0.0,Holy Smoke,0.0,1999,22,5.8,Jane Campion
10279,0.258844,0.0,Summer of Sam,0.0,1999,49,6.5,Spike Lee
14709,0.301845,0.0,Varsity Blues,0.0,1999,62,5.7,Brian Robbins
21039,0.301697,0.0,Rogue Trader,0.0,1999,13,5.8,James Dearden
10350,0.301533,39271585.3978,Wing Commander,0.0,1999,39,4.1,Christopher Roberts
42739,0.300431,0.0,The War Zone,0.0,1999,12,7.4,Tim Roth
20770,0.299004,0.0,But I'm a Cheerleader,0.0,1999,40,6.4,Jamie Babbit
15556,0.297996,0.0,At First Sight,0.0,1999,21,6.0,Irwin Winkler
13824,0.296655,0.0,Superstar,0.0,1999,46,4.8,Bruce McCulloch
10354,0.289133,0.0,True Crime,0.0,1999,46,6.1,Clint Eastwood
3293,0.28789,0.0,Pirates of Silicon Valley,0.0,1999,109,6.6,Martyn Burke
10490,0.285902,13090528.4659,Drop Dead Gorgeous,13838531.7349,1999,41,6.2,Michael Patrick Jann
9684,0.281948,0.0,Sweet and Lowdown,0.0,1999,48,6.5,Woody Allen
10219,0.278394,0.0,Snow Falling on Cedars,0.0,1999,15,6.5,Scott Hicks
16162,0.066504,11781475.6193,The Best Man,45258905.1265,1999,22,7.8,Malcolm D. Lee
16172,0.231418,7854317.07957,Simply Irresistible,5758509.07259,1999,28,6.2,Mark Tarlov
26149,0.272771,35344426.858,Music of the Heart,19451732.0144,1999,25,6.7,Wes Craven
19594,0.26906,0.0,Bartok the Magnificent,0.0,1999,31,5.8,Gary Goldman
13428,0.265623,0.0,Two Hands,0.0,1999,23,5.4,Gregor Jordan
11779,0.265105,0.0,Buena Vista Social Club,0.0,1999,48,7.1,Wim Wenders
10390,0.143906,65452642.3297,For Love of the Game,0.0,1999,52,6.3,Sam Raimi
15198,0.260903,36653479.7046,"Mystery, Alaska",11635048.8951,1999,35,5.8,Jay Roach
16379,0.257431,65452642.3297,The Mod Squad,17358106.1985,1999,18,4.5,Scott Silver
30923,0.253305,27490109.7785,Alice in Wonderland,0.0,1999,39,6.3,Nick Willing
16158,0.25073,7854317.07957,The Wood,32804393.0766,1999,24,7.6,Rick Famuyiwa
10399,0.250149,0.0,Mansfield Park,0.0,1999,33,6.5,Patricia Rozema
15256,0.246669,7854317.07957,200 Cigarettes,8970219.17865,1999,25,6.5,Risa Bramon Garcia
10212,0.323477,15708634.1591,Ravenous,0.0,1999,48,6.6,Antonia Bird
8970,0.242797,98178963.4946,The Out-of-Towners,37962532.5512,1999,20,5.2,Sam Weisman
9465,0.319907,13090528.4659,Cookie's Fortune,0.0,1999,11,6.2,Robert Altman
14242,0.239265,0.0,American Movie,0.0,1999,20,7.5,Chris Smith
18681,0.238749,19635792.6989,Eye of the Beholder,0.0,1999,25,5.3,Stephan Elliott
10047,0.235223,78543170.7957,Joan of Arc,87675538.4233,1999,209,6.1,Luc Besson
18417,0.297398,45816849.6308,The Other Sister,0.0,1999,17,5.9,Garry Marshall
70772,0.22722,0.0,Don't Look Under the Bed,0.0,1999,14,5.9,Kenneth Johnson
35215,0.2264,0.0,Smart House,0.0,1999,15,4.7,LeVar Burton
22509,0.218481,0.0,The Devil's Arithmetic,0.0,1999,11,5.9,Donna Deitch
5470,0.216242,26181056.9319,Beowulf,2004488.4804,1999,27,4.5,Graham Baker
20761,0.212029,31417268.3183,Play It to the Bone,11040742.8299,1999,20,5.3,Ron Shelton
815,0.20768,30108215.4717,Animal Farm,0.0,1999,21,5.6,John Stephenson
31183,0.207575,0.0,The Magical Legend of the Leprechauns,0.0,1999,16,6.4,John Henderson
24066,0.204411,2225389.83921,"Happy, Texas",2544339.25623,1999,13,5.3,Mark Illsley
53875,0.202456,0.0,Journey to the Center of the Earth,0.0,1999,11,5.2,George T. Miller
13589,0.20056,0.0,Eddie Izzard: Dress to Kill,0.0,1999,10,7.1,Lawrence Jordan
24071,0.198477,0.0,Mumford,0.0,1999,10,5.6,Lawrence Kasdan
22267,0.198126,49744008.1706,Ride with the Devil,831374.226661,1999,15,6.6,Ang Lee
18212,0.195796,0.0,Better Than Chocolate,0.0,1999,12,5.8,Anne Wheeler
18892,0.195048,3927158.53978,Jawbreaker,4027719.97946,1999,48,5.6,Darren Stein
10496,0.193797,0.0,Bats,0.0,1999,10,4.2,Louis Morneau
46435,0.187628,0.0,Topsy-Turvy,0.0,1999,14,6.5,Mike Leigh
16406,0.187319,17017687.0057,Dick,35998953.2813,1999,33,5.7,Andrew Fleming
31582,0.186474,0.0,Flawless,5875721.66447,1999,24,6.2,Joel Schumacher
47288,0.173433,32726321.1649,The King and I,15708634.1591,1999,14,4.7,Richard Rich
10916,0.170248,0.0,Babylon 5: A Call to Arms,0.0,1999,13,6.8,Michael Vejar
28029,0.167869,18326739.8523,A Walk on the Moon,0.0,1999,11,6.4,Tony Goldwyn
10359,0.166168,13090528.4659,Resurrection,0.0,1999,19,6.1,Russell Mulcahy
14005,0.081035,0.0,Terror Firmer,0.0,1999,10,6.3,Lloyd Kaufman
14578,0.163337,9163369.92616,Outside Providence,9545842.44161,1999,12,5.6,Michael Corrente
54004,0.162638,0.0,Passport to Paris,0.0,1999,28,6.1,Alan Metter
5319,0.161076,0.0,Hum Dil De Chuke Sanam,0.0,1999,16,6.6,Sanjay Leela Bhansali
25752,0.153649,0.0,Children of the Corn 666: Isaac's Return,0.0,1999,11,3.4,Kari Skogland
12479,0.175782,15708634.1591,Breakfast of Champions,0.0,1999,15,4.8,Alan Rudolph
28902,0.145004,0.0,In Dreams,0.0,1999,15,4.7,Neil Jordan
14484,0.144508,0.0,Body Shots,314033.923581,1999,11,4.6,Michael Cristofer
17078,0.134902,0.0,Rang-e khoda,0.0,1999,17,6.8,Majid Majidi
194113,0.132643,5563474.59803,Blackadder Back & Forth,0.0,1999,15,6.8,Paul Weiland
12594,0.50812,3272632.11649,Wishmaster 2: Evil Never Dies,0.0,1999,18,4.9,Jack Sholder
17709,0.129744,91633699.2616,Dudley Do-Right,0.0,1999,19,3.5,Hugh Wilson
16508,0.127664,0.0,Doug's 1st Movie,0.0,1999,10,5.4,Maurice Joyce
29698,0.126159,0.0,Ratcatcher,0.0,1999,10,7.2,Lynne Ramsay
17870,0.122365,0.0,Chris Rock: Bigger & Blacker,0.0,1999,13,7.4,Keith Truesdell
1812,0.118187,589073.780967,Trick,2683028.16912,1999,10,6.5,Jim Fall
22345,0.116694,15708634.1591,Baby Geniuses,47715939.7213,1999,34,3.8,Bob Clark
25172,0.107256,0.0,Komodo,0.0,1999,13,4.5,Michael Lantieri
10381,0.105168,0.0,Plunkett & MacLeane,0.0,1999,17,5.9,Jake Scott
28918,0.100043,0.0,David Copperfield,0.0,1999,15,7.3,Simon Curtis
64202,0.096582,0.0,Batman Beyond: The Movie,0.0,1999,24,6.4,Curt Geda
83965,0.083178,0.0,The Thirteenth Year,0.0,1999,12,5.5,Duwayne Dunham
10557,0.238748,4974400.81706,East Is East,36915290.274,1999,24,6.5,Damien O'Donnell
39964,0.090186,1.30905284659,Lost & Found,130.905284659,1999,14,4.8,Jeff Pollack
199620,0.089789,12056376.7171,Walking with Dinosaurs,0.0,1999,13,7.4,Tim Haines
24020,0.10041,0.0,Johnny Tsunami,0.0,1999,12,4.9,Steve Boyum
36251,0.19893,0.0,Switching Goals,0.0,1999,21,4.2,David Steinberg
43423,0.082451,0.0,Bad ma ra khahad bord,0.0,1999,14,5.5,Abbas Kiarostami
10482,0.077584,0.0,Guest House Paradiso,0.0,1999,14,5.6,Adrian Edmondson
10368,0.079104,15708634.1591,Tea with Mussolini,27492155.8281,1999,17,5.7,Franco Zeffirelli
32874,0.064295,0.0,"Sabrina, Down Under",0.0,1999,15,4.7,Kenneth R. Koch
34513,0.051594,0.0,George Carlin: You Are All Diseased,0.0,1999,10,6.9,Rocco Urbisci
53915,0.034182,0.0,Come te nessuno mai,0.0,1999,18,5.2,Gabriele Muccino
40863,0.044502,0.0,成龍的特技,0.0,1999,11,6.9,Jackie Chan
17681,0.043438,0.0,Scooby-Doo! and the Witch's Ghost,0.0,1999,24,6.8,Jim Stenstrum
310154,0.038156,0.0,Storm of the Century,0.0,1999,23,5.2,Craig R. Baxley
185789,0.181712,0.0,Mulholland Dr.,0.0,1999,15,5.9,David Lynch
31524,0.015074,0.0,Sarfarosh,0.0,1999,12,7.0,John Mathew Matthan
120,8.575419,114528394.853,The Lord of the Rings: The Fellowship of the Ring,1073079785.53,2001,6079,7.8,Peter Jackson
671,8.021423,153936014.587,Harry Potter and the Philosopher's Stone,1202518036.07,2001,4265,7.2,Chris Columbus
1018,4.436367,18472321.7504,Mulholland Drive,24774263.918,2001,709,7.4,David Lynch
141,3.851009,7388928.70016,Donnie Darko,1564632.745,2001,1777,7.5,Richard Kelly
585,3.204295,141621133.42,"Monsters, Inc.",693101531.146,2001,3899,7.3,Lee Unkrich
644,2.971372,123148811.669,A.I. Artificial Intelligence,290540745.201,2001,1133,6.6,Steven Spielberg
808,2.918566,73889287.0016,Shrek,596544195.584,2001,2284,7.1,Andrew Adamson
634,2.717399,30787202.9173,Bridget Jones's Diary,347193192.284,2001,751,6.5,Sharon Maguire
161,2.642249,104676489.919,Ocean's Eleven,555052814.215,2001,2645,7.0,Steven Soderbergh
676,2.478879,172408336.337,Pearl Harbor,553210255.537,2001,1044,6.6,Michael Bay
1734,2.449323,120685835.436,The Mummy Returns,533250701.302,2001,1372,5.8,Stephen Sommers
10865,2.217239,147778574.003,Atlantis: The Lost Empire,229122951.404,2001,689,6.5,Gary Trousdale
1995,2.179727,141621133.42,Lara Croft: Tomb Raider,338293898.826,2001,1510,5.6,Simon West
453,2.169826,73889287.0016,A Beautiful Mind,386123667.022,2001,1786,7.5,Ron Howard
2770,2.116602,36944643.5008,American Pie 2,354118835.155,2001,777,5.9,J.B. Rogers
9880,2.061559,45565060.3177,The Princess Diaries,203608276.191,2001,534,6.3,Garry Marshall
824,1.925281,64653126.1264,Moulin Rouge!,220699214.323,2001,714,7.2,Baz Luhrmann
869,1.862114,123148811.669,Planet of the Apes,446059453.537,2001,702,5.5,Tim Burton
9428,1.857978,25861250.4506,The Royal Tenenbaums,87979050.4168,2001,679,7.3,Wes Anderson
4133,1.846848,65268870.1848,Blow,102561157.855,2001,788,7.3,Ted Demme
853,1.839325,86204168.1686,Enemy at the Gates,119425124.106,2001,583,7.1,Jean-Jacques Annaud
855,1.735123,113296906.736,Black Hawk Down,213034699.518,2001,1201,7.1,Ridley Scott
8835,1.697753,22166786.1005,Legally Blonde,174593832.437,2001,480,6.1,Robert Luketic
9476,1.692141,80046727.5851,A Knight's Tale,144684426.86,2001,521,6.5,Brian Helgeland
9398,1.581446,34481667.2674,Zoolander,74851055.8225,2001,791,6.1,Ben Stiller
11397,1.456526,19703809.8671,Not Another Teen Movie,81854960.9945,2001,223,5.3,Joel Gallen
4248,1.450364,55416965.2512,Scary Movie 2,173911586.788,2001,474,5.5,Keenen Ivory Wayans
5175,1.447916,110833930.502,Rush Hour 2,427727597.784,2001,622,6.5,Brett Ratner
2034,1.446063,55416965.2512,Training Day,129153834.663,2001,1029,7.2,Antoine Fuqua
1933,1.406682,20935297.9838,The Others,258547281.201,2001,872,7.1,Alejandro Amenábar
12589,1.213215,30787202.9173,Jimmy Neutron: Boy Genius,99672007.918,2001,139,5.5,John A. Davis
2294,1.20913,27092738.5673,Jay and Silent Bob Strike Back,41609718.7564,2001,244,6.3,Kevin Smith
9778,1.195555,34481667.2674,Serendipity,95460407.226,2001,310,6.6,Peter Chelsom
10992,1.134012,73889287.0016,Cats & Dogs,114990388.851,2001,182,5.0,Lawrence Guterman
1903,1.131878,83741191.9352,Vanilla Sky,250470325.016,2001,628,6.3,Cameron Crowe
13931,1.125434,0.0,Mike's New Car,0.0,2001,82,6.8,Pete Docter
2140,1.065364,30787202.9173,Kiss of the Dragon,79354442.8458,2001,152,6.3,Chris Nahon
1535,1.063015,113296906.736,Spy Game,176163833.238,2001,342,6.5,Tony Scott
9705,1.062734,125611787.903,Swordfish,181127780.808,2001,606,6.0,Dominic Sena
9889,1.061903,49259524.6678,Shallow Hal,173725856.214,2001,394,5.5,Bobby Farrelly
15167,1.046249,0.0,Barbie in the Nutcracker,0.0,2001,73,6.5,Owen Hurley
18269,0.993311,0.0,Lady and the Tramp II: Scamp's Adventure,0.0,2001,126,5.8,Darrell Rooney
9989,0.976997,36944643.5008,AntiTrust,21961127.585,2001,82,5.6,Peter Howitt
2114,0.974222,168713871.987,Final Fantasy: The Spirits Within,104838836.997,2001,257,5.6,Hironobu Sakaguchi
9081,0.952027,0.0,Waking Life,3912289.96816,2001,126,7.2,Richard Linklater
2057,0.945429,51722500.9011,Original Sin,43597536.3834,2001,115,5.8,Michael Cristofer
10808,0.913069,86204168.1686,Dr. Dolittle 2,216870406.934,2001,233,4.9,Steve Carr
8007,0.90472,49259524.6678,Behind Enemy Lines,112992977.932,2001,270,5.9,John Moore
8922,0.899764,12314881.1669,Jeepers Creepers,72926003.4504,2001,384,6.0,Victor Salva
11232,0.883228,0.0,Kate & Leopold,0.0,2001,248,5.8,James Mangold
11467,0.878721,0.0,America's Sweethearts,0.0,2001,153,5.4,Joe Roth
768,0.875299,43102084.0843,From Hell,91817432.6256,2001,399,6.4,Albert Hughes
2100,0.865407,88667144.402,The Last Castle,34041665.1837,2001,154,7.1,Rod Lurie
2043,0.844235,73889287.0016,Along Came a Spider,129526148.002,2001,215,5.8,Lee Tamahori
39939,0.813396,3694464.35008,Super Troopers,22773124.0526,2001,224,6.7,Jay Chandrasekhar
2018,0.798104,43102084.0843,The Wedding Planner,116657057.775,2001,245,5.4,Adam Shankman
9896,0.787835,59111429.6013,Rat Race,105290428.616,2001,261,5.9,Jerry Zucker
5279,0.781747,24383464.7105,Gosford Park,108068062.378,2001,107,6.6,Robert Altman
11470,0.774598,13546369.2836,Jason X,19703809.8671,2001,138,4.3,James Isaac
6073,0.746989,70194822.6515,The Mexican,182069401.252,2001,258,5.7,Gore Verbinski
10866,0.742951,28324226.684,Joy Ride,45125219.5589,2001,166,6.2,John Dahl
10950,0.731548,27092738.5673,I Am Sam,49593128.6411,2001,292,7.2,Jessie Nelson
467,0.718104,0.0,The Hole,0.0,2001,92,6.2,Nick Hamm
10596,0.711201,20935297.9838,Replicant,0.0,2001,48,4.8,Ringo Lam
10829,0.705609,0.0,Tremors 3: Back to Perfection,0.0,2001,67,5.2,Brent Maddock
2144,0.698061,0.0,One Night at McCool's,0.0,2001,37,5.5,Harald Zwart
12508,0.693522,70194822.6515,Rock Star,20925325.393,2001,100,5.9,Stephen Herek
22643,0.682227,0.0,Mickey's House of Villains,0.0,2001,25,6.4,Jamie Mitchell
167,0.676114,59111429.6013,K-PAX,61962496.9998,2001,330,7.0,Iain Softley
12658,0.6649,28324226.684,Someone Like You...,0.0,2001,73,6.0,Tony Goldwyn
17203,0.65309,0.0,Blow Dry,785404.944696,2001,16,5.4,Paddy Breathnach
12103,0.65104,61574405.8347,Don't Say a Word,123173554.729,2001,106,6.1,Gary Fleder
9378,0.648659,0.0,Thir13en Ghosts,0.0,2001,221,5.2,Steve Beck
9290,0.635377,26045973.6681,Crocodile Dundee in Los Angeles,48568258.3692,2001,75,4.8,Simon Wincer
12149,0.625438,13546369.2836,Frailty,16145360.9165,2001,136,6.8,Bill Paxton
21448,0.624372,0.0,Mickey's Magical Christmas: Snowed in at the House of Mouse,0.0,2001,28,6.4,Tony Craig
5852,0.612923,65268870.1848,Angel Eyes,36575197.0658,2001,51,5.6,Luis Mandoki
11457,0.605248,22166786.1005,Life as a House,0.0,2001,60,7.0,Irwin Winkler
6440,0.605017,0.0,The Shipping News,0.0,2001,48,6.3,Lasse Hallström
11313,0.589432,38176131.6175,Hearts in Atlantis,29784501.8945,2001,60,6.3,Scott Hicks
1548,0.580121,0.0,Ghost World,0.0,2001,204,6.9,Terry Zwigoff
2176,0.578315,36944643.5008,The Glass House,29087267.8045,2001,108,5.3,Daniel Sackheim
2749,0.572909,73889287.0016,15 Minutes,69406645.6271,2001,84,5.7,John Herzfeld
11065,0.56968,0.0,O,19725241.4548,2001,37,5.8,Tim Blake Nelson
20857,0.565877,39407619.7342,Hardball,49533812.7845,2001,62,6.4,Brian Robbins
9397,0.561179,98519049.3355,Evolution,121149234.562,2001,362,5.4,Ivan Reitman
10050,0.560135,12314881.1669,Get Over It,0.0,2001,39,5.6,Tommy O'Haver
10833,0.555793,43102084.0843,Heartbreakers,0.0,2001,144,5.6,David Mirkin
8489,0.554186,131769228.486,Ali,108018533.157,2001,253,6.7,Michael Mann
331214,0.537593,0.0,Band of Brothers,153936014.587,2001,313,8.0,Phil Alden Robinson
10972,0.530703,1847232.17504,Session 9,460535.916536,2001,94,6.0,Brad Anderson
11371,0.526992,83741191.9352,The Score,87521717.6008,2001,217,6.6,Frank Oz
1365,0.522846,4925952.46678,Monster's Ball,55305498.3358,2001,107,6.4,Marc Forster
10956,0.521071,21797339.6655,Joe Dirt,38160978.1562,2001,122,5.5,Dennie Gordon
25587,0.51549,0.0,The Land Before Time VIII: The Big Freeze,0.0,2001,15,6.1,Charles Grosvenor
10877,0.510452,61574405.8347,Exit Wounds,98468064.496,2001,52,5.0,Andrzej Bartkowiak
2575,0.509878,25861250.4506,The Tailor of Panama,34492088.1199,2001,45,5.7,John Boorman
1921,0.499611,49259524.6678,Sweet November,80975550.4044,2001,157,6.5,Pat O'Connor
8386,0.499301,14777857.4003,How High,38367547.9729,2001,126,6.5,Jesse Dylan
16300,0.493548,0.0,Down to Earth,0.0,2001,51,4.7,Chris Weitz
10646,0.493288,13546369.2836,Tomcats,28854709.894,2001,37,4.8,Gregory Poirier
6007,0.478397,0.0,Elling,0.0,2001,27,6.6,Petter Næss
11086,0.472538,88667144.402,The Majestic,45956129.221,2001,82,6.5,Frank Darabont
12138,0.471789,76352263.235,3000 Miles to Graceland,23053673.0549,2001,85,5.4,Demian Lichtenstein
15024,0.467592,0.0,The Mists of Avalon,0.0,2001,23,6.0,Uli Edel
23949,0.467091,123148.811669,Tape,604014.134035,2001,28,6.6,Richard Linklater
28635,0.455335,0.0,Wishmaster 3: Beyond the Gates of Hell,0.0,2001,15,4.1,Chris Angel
14034,0.455072,55416965.2512,What's the Worst That Could Happen?,0.0,2001,31,5.1,Sam Weisman
14752,0.453846,2560263.79461,Dil Chahta Hai,5047869.79033,2001,32,7.3,Farhan Akhtar
10016,0.451722,34481667.2674,Ghosts of Mars,17254173.113,2001,135,4.6,John Carpenter
10878,0.447612,27092738.5673,Saving Silverman,23831227.2629,2001,75,5.2,Dennis Dugan
2779,0.446532,0.0,The Curse of the Jade Scorpion,0.0,2001,77,6.1,Woody Allen
11091,0.443923,59111429.6013,Riding in Cars with Boys,44017459.0533,2001,54,6.4,Penny Marshall
10706,0.4396,12314881.1669,Mimic 2,0.0,2001,19,4.5,Jean de Segonzac
12610,0.439101,92361608.752,Osmosis Jones,16744434.3202,2001,128,5.6,Bobby Farrelly
10778,0.438395,0.0,The Man Who Wasn't There,0.0,2001,153,7.1,Joel Coen
10796,0.427875,60342917.718,The One,0.0,2001,259,5.5,James Wong
9104,0.427146,18472321.7504,Buffalo Soldiers,0.0,2001,45,6.6,Gregor Jordan
24940,0.421293,17240833.6337,Head Over Heels,12837610.9278,2001,43,5.3,Mark Waters
10491,0.414765,0.0,Enigma,19340529.4931,2001,41,5.9,Michael Apted
9799,0.414311,46796548.4344,The Fast and the Furious,255267690.419,2001,2505,6.4,Rob Cohen
441,0.40848,7388928.70016,Human Nature,868578.420609,2001,30,5.7,Michel Gondry
9816,0.405522,16009345.517,Save the Last Dance,112112555.058,2001,194,6.4,Thomas Carter
19076,0.403778,0.0,The Affair of the Necklace,0.0,2001,12,5.3,Charles Shyer
9517,0.400459,0.0,Bully,592113.032876,2001,52,6.3,Larry Clark
59940,0.390268,0.0,Zebra Lounge,0.0,2001,10,4.0,Kari Skogland
1999,0.390152,2093529.79838,In the Bedroom,0.0,2001,33,5.6,Todd Field
10054,0.386262,43102084.0843,Spy Kids,182179184.723,2001,467,5.5,Robert Rodriguez
5955,0.38279,43102084.0843,The Pledge,36205750.6308,2001,84,6.1,Sean Penn
13403,0.382563,0.0,Hedwig and the Angry Inch,0.0,2001,43,7.2,John Cameron Mitchell
9991,0.381873,0.0,Mean Machine,0.0,2001,80,6.1,Barry Skolnick
3172,0.381751,92361608.752,Bandits,83287884.8539,2001,173,6.1,Barry Levinson
11090,0.380227,27092738.5673,The Animal,104396624.393,2001,145,4.5,Luke Greenfield
7501,0.379856,18472321.7504,Knockaround Guys,14777857.4003,2001,46,5.7,Brian Koppelman
14543,0.363073,0.0,The Matrix Revisited,0.0,2001,44,6.5,Josh Oreck
56715,0.356425,0.0,Just Visiting,0.0,2001,95,4.7,Jean-Marie Poiré
10691,0.541416,16009345.517,Crazy/Beautiful,20848013.8005,2001,57,6.6,John Stockwell
16229,0.352726,0.0,Prozac Nation,0.0,2001,36,6.0,Erik Skjoldbjærg
28171,0.350862,0.0,Safar e Ghandehar,0.0,2001,11,4.5,Mojtaba Mirtahasebi
10477,0.20867,115759882.969,Driven,67417494.2985,2001,90,4.8,Renny Harlin
14369,0.348262,29555714.8007,Out Cold,18204689.8269,2001,28,6.1,Brendan Malloy
11845,0.362592,0.0,Intimacy,0.0,2001,15,6.5,Patrice Chéreau
27601,0.333096,615744.058347,Citizen Toxie: The Toxic Avenger IV,0.0,2001,11,6.3,Lloyd Kaufman
5764,0.318067,0.0,Princess of Thieves,0.0,2001,27,5.7,Peter Hewitt
13496,0.328665,43102084.0843,American Outlaws,16845418.8088,2001,26,5.8,Les Mayfield
9740,0.324227,107139466.152,Hannibal,433104848.775,2001,772,6.3,Ridley Scott
11456,0.323191,92361608.752,Domestic Disturbance,66807360.9,2001,50,5.4,Harold Becker
14782,0.321852,0.0,The Unsaid,0.0,2001,14,6.5,Tom McLoughlin
2084,0.318495,16009345.517,Birthday Girl,0.0,2001,51,6.1,Jez Butterworth
19405,0.501163,12314881.1669,Recess: School's Out,54753008.4331,2001,42,6.5,Chuck Sheetz
26290,0.300784,0.0,Me Without You,0.0,2001,10,7.0,Sandra Goldbacher
4965,0.300216,49259524.6678,Impostor,0.0,2001,54,5.9,Gary Fleder
32577,0.298712,0.0,The Parole Officer,0.0,2001,18,5.6,John Duigan
20755,0.293357,0.0,Air Bud 3: World Pup,0.0,2001,18,4.7,Bill Bannerman
9523,0.293121,0.0,Lantana,0.0,2001,19,6.2,Ray Lawrence
21597,0.286107,1847232.17504,Elvira's Haunted Hills,0.0,2001,10,5.6,Sam Irvin
13503,0.283553,0.0,Texas Rangers,0.0,2001,10,5.6,Steve Miner
51532,0.282381,0.0,Prince Charming,0.0,2001,10,5.4,Allan Arkush
12660,0.278317,0.0,Charlotte Gray,913017.900788,2001,14,5.4,Gillian Armstrong
24478,0.457617,0.0,Beethoven's 4th,0.0,2001,27,4.4,David M. Evans
26602,0.299969,41870595.9676,Summer Catch,24252792.738,2001,35,4.8,Mike Tollin
2171,0.274314,6157440.58347,Wet Hot American Summer,363542.680977,2001,163,6.5,David Wain
10984,0.274027,0.0,Valentine,0.0,2001,51,4.9,Jamie Blanks
31002,0.27279,8620416.81686,Ticker,0.0,2001,13,3.6,Albert Pyun
11088,0.272619,43102084.0843,Heist,0.0,2001,62,6.5,David Mamet
6935,0.272562,0.0,Yamakasi - Les samouraïs des temps modernes,0.0,2001,82,5.9,Ariel Zeitoun
